graph,database,method,dependency,m5_max_inc_count,m6_avg_inc_count,m7_minimality,m7_minimality_no_clusters,m7_minimality_no_matches
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&service_provider&sourceID)::e.service_provider\determ e.sourceID,e.valid_until",470258,162868.8,0.000209985227355058,172,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.valid_until\determ e.sourceID,213634,12528.369230769224,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.country_codes\determ e.countries,309353,738.9691470054453,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.sourceID,e.countries\determ e.country_codes",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.country_codes,e.sourceID\determ e.countries",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.country_codes,e.valid_until\determ e.countries",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Neo4J,edge-left,(e:Entity:country_codes&service_provider&jurisdiction_description&valid_until&sourceID&countries)::e.countries\determ e.country_codes,309353,738.2991840435155,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Neo4J,edge-left,(e:Entity:country_codes&service_provider&jurisdiction_description&valid_until&sourceID&countries)::e.valid_until\determ e.sourceID,213634,12528.369230769224,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Neo4J,edge-left,(e:Entity:country_codes&service_provider&jurisdiction_description&valid_until&sourceID&countries)::e.service_provider\determ e.sourceID,470258,162868.8,2.7015643285446058e-05,23,814344
$S_\text{Off-3}$,Neo4J,edge-left,(e:Entity:country_codes&service_provider&jurisdiction_description&valid_until&sourceID&countries)::e.sourceID\determ e.valid_until,213634,37015.63636363636,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Neo4J,edge-left,(e:Entity:country_codes&service_provider&jurisdiction_description&valid_until&sourceID&countries)::e.country_codes\determ e.countries,309353,738.9691470054453,0.0013556940994151113,1105,814344
$S_\text{Uni-1}$,Neo4J,denormalized,(c:Course)<-[t:TEACHES:usingBook]-(deaad)::c\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-1}$,Neo4J,all,(c:Course:TusingBook)::c\determ c.TusingBook,1,1.0,1.0,1,1
$S_\text{Uni-1}$,Neo4J,denormalized,(c:Course)<-[t:TEACHES:usingBook]-(dfcdc)::c\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-1}$,Neo4J,node-left,(c:Course:TusingBook)::c\determ c.TusingBook,1,1.0,1.0,1,1
$S_\text{Uni-1}$,Neo4J,denormalized,(c:Course)<-[t:TEACHES:usingBook]-(ccaae)::c\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-1}$,Neo4J,edge-left,(c:Course)<-[t:TEACHES:usingBook]-(dfcee)::c\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-2}$,Neo4J,denormalized,(c:Course:title)<-[t:TEACHES:usingBook]-(gecag)::c.title\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-2}$,Neo4J,all,(x0:CtitletusingBook:TusingBook&Ctitle)::x0.Ctitle\determ x0,1,1.0,1.0,1,1
$S_\text{Uni-2}$,Neo4J,denormalized,(c:Course:title)<-[t:TEACHES:usingBook]-(aaddb)::c.title\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-2}$,Neo4J,node-left,(x0:CtitletusingBook:TusingBook&Ctitle)::x0.Ctitle\determ x0,1,1.0,1.0,1,1
$S_\text{Uni-2}$,Neo4J,denormalized,(c:Course:title)<-[t:TEACHES:usingBook]-(dfcdf)::c.title\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-2}$,Neo4J,edge-left,(c:Course:title)<-[t:TEACHES:usingBook]-(cefdb)::c.title\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{No-1}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.name\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:time&company)::e.company,e.time\determ e",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,all,"(x5:Enameetimeevenue:Ename&Evenue&Etime)::x5.Evenue,x5.Etime\determ x5",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,all,(x3:Ecompanyename:Ename&Ecompany)::x3.Ename\determ x3,1,1.0,1.0,1,1
$S_\text{No-1}$,Neo4J,all,"(x7:Enameetimeevenue:Ename&Evenue&Etime)::x7.Ename,x7.Etime\determ x7",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.name\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:time&company)::e.company,e.time\determ e",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,node-left,"(x3:Enameetimeevenue:Ename&Evenue&Etime)::x3.Evenue,x3.Etime\determ x3",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,node-left,"(x5:Enameetimeevenue:Ename&Evenue&Etime)::x5.Ename,x5.Etime\determ x5",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,node-left,(x7:Ecompanyename:Ename&Ecompany)::x7.Ename\determ x7,1,1.0,1.0,1,1
$S_\text{No-1}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.venue\determ e.name",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:time&company)::e.company,e.time\determ e",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.name,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,edge-left,"(e:Event:name&time&venue&company)::e.time,e.name\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,edge-left,"(e:Event:name&time&venue&company)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-1}$,Neo4J,edge-left,(e:Event:name&time&venue&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-1}$,Neo4J,edge-left,"(e:Event:name&time&venue&company)::e.company,e.time\determ e",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:time&venue&company)::e.company,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.name,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,all,(x5:Ecompanyename:Ename&Ecompany)::x5.Ename\determ x5,1,1.0,1.0,1,1
$S_\text{No-2}$,Neo4J,all,"(x3:Enameetimeevenue:Ename&Evenue&Etime)::x3.Ename,x3.Etime\determ x3",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,all,"(x7:Ecompanyetimeevenue:Evenue&Etime&Ecompany)::x7.Etime,x7.Ecompany\determ x7",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,all,"(x1:Enameetimeevenue:Ename&Evenue&Etime)::x1.Etime,x1.Evenue\determ x1",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.name\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:time&venue&company)::e.time,e.company\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,node-left,"(x7:Enameetimeevenue:Ename&Evenue&Etime)::x7.Etime,x7.Ename\determ x7",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,node-left,"(x3:Ecompanyetimeevenue:Evenue&Etime&Ecompany)::x3.Etime,x3.Ecompany\determ x3",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,node-left,(x5:Ecompanyename:Ename&Ecompany)::x5.Ename\determ x5,1,1.0,1.0,1,1
$S_\text{No-2}$,Neo4J,node-left,"(x1:Enameetimeevenue:Ename&Evenue&Etime)::x1.Etime,x1.Evenue\determ x1",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.name,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,denormalized,"(e:Event:time&venue&company)::e.time,e.company\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,edge-left,"(e:Event:name&time&venue&company)::e.company,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,edge-left,"(e:Event:name&time&venue&company)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-2}$,Neo4J,edge-left,(e:Event:name&time&venue&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-2}$,Neo4J,edge-left,"(e:Event:name&time&venue&company)::e.name,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event&Confirmed:name&time&company)::e.name,e.company\determ e.time",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.name\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.venue\determ e.name",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:time&venue&company)::e.time,e.company\determ e",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,all,"(x9:Enameetimeevenue:Ename&Evenue&Etime)::x9.Etime,x9.Evenue\determ x9",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,all,"(x1:Enameetimeevenue:Ename&Evenue&Etime)::x1.Etime,x1.Ename\determ x1",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,all,"(x3:Ecompanyenameetime:Ename&Etime&Ecompany)::x3.Ecompany,x3.Ename\determ x3",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,all,(x5:Ecompanyename:Ename&Ecompany)::x5.Ename\determ x5,1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.time,e.name\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:time&venue&company)::e.time,e.company\determ e",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event&Confirmed:name&time&company)::e.company,e.name\determ e.time",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,node-left,"(x7:Enameetimeevenue:Ename&Evenue&Etime)::x7.Etime,x7.Ename\determ x7",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,node-left,"(x9:Enameetimeevenue:Ename&Evenue&Etime)::x9.Evenue,x9.Etime\determ x9",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,node-left,(x3:Ecompanyename:Ename&Ecompany)::x3.Ename\determ x3,1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,node-left,"(x1:Ecompanyenameetime:Ename&Etime&Ecompany)::x1.Ename,x1.Ecompany\determ x1",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:time&venue&company)::e.company,e.time\determ e",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event:name&time&venue)::e.name,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-3}$,Neo4J,denormalized,"(e:Event&Confirmed:name&time&company)::e.company,e.name\determ e.time",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,edge-left,"(e:Event&Confirmed:name&time&venue&company)::e.time,e.venue\determ e.name",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,edge-left,"(e:Event&Confirmed:name&time&venue&company)::e.time,e.company\determ e",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,edge-left,(e:Event&Confirmed:name&time&venue&company)::e.name\determ e.company,1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,edge-left,"(e:Event&Confirmed:name&time&venue&company)::e.name,e.time\determ e.venue",1,1.0,1.0,1,1
$S_\text{No-3}$,Neo4J,edge-left,"(e:Event&Confirmed:name&time&venue&company)::e.name,e.company\determ e.time",1,1.0,1.0,1,1
$S_\text{Nw}$,Neo4J,denormalized,(o:Order:orderID)::o.orderID\determ o,1,1.0,1.0,830,830
$S_\text{Nw}$,Neo4J,denormalized,"(o:Order:shipCountry&customerID&orderID&shipCity&shipPostalCode&shipAddress&orderDate&shipRegion)::o.customerID\determ o.shipCountry,o.shipPostalCode,o.shipRegion,o.shipAddress,o.shipCity",31,9.325842696629213,0.10615199034981906,89,830
$S_\text{Nw}$,Neo4J,all,(x1:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion:OshipCountry&OshipRegion&OshipPostalCode&OshipCity&OshipAddress&OcustomerID)::x1.OcustomerID\determ x1,1,1.0,1.0,89,89
$S_\text{Nw}$,Neo4J,denormalized,(o:Order:orderID)::o.orderID\determ o,1,1.0,1.0,830,830
$S_\text{Nw}$,Neo4J,denormalized,"(o:Order:shipCountry&customerID&orderID&shipCity&shipPostalCode&shipAddress&orderDate&shipRegion)::o.customerID\determ o.shipCity,o.shipRegion,o.shipAddress,o.shipCountry,o.shipPostalCode",31,9.325842696629213,0.10615199034981906,89,830
$S_\text{Nw}$,Neo4J,node-left,(x1:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion:OshipCountry&OshipRegion&OshipPostalCode&OshipCity&OshipAddress&OcustomerID)::x1.OcustomerID\determ x1,1,1.0,1.0,89,89
$S_\text{Nw}$,Neo4J,denormalized,(o:Order:orderID)::o.orderID\determ o,1,1.0,1.0,830,830
$S_\text{Nw}$,Neo4J,denormalized,"(o:Order:shipCountry&customerID&orderID&shipCity&shipPostalCode&shipAddress&orderDate&shipRegion)::o.customerID\determ o.shipAddress,o.shipPostalCode,o.shipRegion,o.shipCity,o.shipCountry",31,9.325842696629213,0.10615199034981906,89,830
$S_\text{Nw}$,Neo4J,edge-left,(o:Order:orderID)::o.orderID\determ o,1,1.0,1.0,830,830
$S_\text{Nw}$,Neo4J,edge-left,"(o:Order:shipCountry&customerID&orderID&shipCity&shipPostalCode&shipAddress&orderDate&shipRegion)::o.customerID\determ o.shipRegion,o.shipAddress,o.shipCountry,o.shipCity,o.shipPostalCode",31,9.325842696629213,0.10615199034981906,89,830
$S_\text{Lon}$,Neo4J,denormalized,(s:Station:zone&zoneOriginal)::s.zoneOriginal\determ s.zone,125,40.6875,0.023076923076923078,16,651
$S_\text{Lon}$,Neo4J,denormalized,"(baecg)-[c:CONNECTED_THROUGH:type&line&color]->(eedee)::c.line\determ c.type,c.color",218,69.71428571428574,0.013839056893900564,28,1952
$S_\text{Lon}$,Neo4J,denormalized,(s:Station)-[c::type&line&color]->(ecfaf)::c.line\determ c.color,218,69.71428571428574,0.013839056893900564,28,1952
$S_\text{Lon}$,Neo4J,denormalized,"(s:Station:longitude&zone&latitude)::s.latitude,s.longitude\determ s.zone",1,1.0,1.0,651,651
$S_\text{Lon}$,Neo4J,denormalized,"(s:Station:longitude&latitude)::s.longitude,s.latitude\determ s",1,1.0,1.0,651,651
$S_\text{Lon}$,Neo4J,all,(x1:SzoneszoneOriginal:Szone&SzoneOriginal)::x1.SzoneOriginal\determ x1,1,1.0,1.0,15,15
$S_\text{Lon}$,Neo4J,all,(x5:Ccolorclinectype:Ccolor&Cline&Ctype)::x5.Cline\determ x5,1,1.0,1.0,28,28
$S_\text{Lon}$,Neo4J,denormalized,(s:Station:zone&zoneOriginal)::s.zoneOriginal\determ s.zone,125,40.6875,0.023076923076923078,16,651
$S_\text{Lon}$,Neo4J,denormalized,"(s:Station:longitude&zone&latitude)::s.longitude,s.latitude\determ s.zone",1,1.0,1.0,651,651
$S_\text{Lon}$,Neo4J,denormalized,"(aadbc)-[c:CONNECTED_THROUGH:type&line&color]->(bagae)::c.line\determ c.color,c.type",218,69.71428571428574,0.013839056893900564,28,1952
$S_\text{Lon}$,Neo4J,denormalized,(s:Station)-[c::type&line&color]->(dccfc)::c.line\determ c.color,218,69.71428571428574,0.013839056893900564,28,1952
$S_\text{Lon}$,Neo4J,denormalized,"(s:Station:longitude&latitude)::s.longitude,s.latitude\determ s",1,1.0,1.0,651,651
$S_\text{Lon}$,Neo4J,node-left,(x1:SzoneszoneOriginal:Szone&SzoneOriginal)::x1.SzoneOriginal\determ x1,1,1.0,1.0,15,15
$S_\text{Lon}$,Neo4J,denormalized,(s:Station:zone&zoneOriginal)::s.zoneOriginal\determ s.zone,125,40.6875,0.023076923076923078,16,651
$S_\text{Lon}$,Neo4J,denormalized,"(s:Station:longitude&zone&latitude)::s.longitude,s.latitude\determ s.zone",1,1.0,1.0,651,651
$S_\text{Lon}$,Neo4J,denormalized,"(gbgdf)-[c:CONNECTED_THROUGH:type&line&color]->(cgbeg)::c.line\determ c.type,c.color",218,69.71428571428574,0.013839056893900564,28,1952
$S_\text{Lon}$,Neo4J,denormalized,"(s:Station:longitude&latitude)::s.longitude,s.latitude\determ s",1,1.0,1.0,651,651
$S_\text{Lon}$,Neo4J,denormalized,(s:Station)-[c::type&line&color]->(gecge)::c.line\determ c.color,218,69.71428571428574,0.013839056893900564,28,1952
$S_\text{Lon}$,Neo4J,edge-left,(x1:Ccolorclinectype:Ccolor&Cline&Ctype)::x1.Cline\determ x1,1,1.0,1.0,28,28
$S_\text{Ts-1}$,Memgraph,denormalized,(bebga)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,(beggc)-[s:STOPS_AT:stopid]->(cffef)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,"(x:TrainService:date&number&operator)-[bdaad:STOPS_AT]->(caeaf)::x.number,x.date\determ x.operator",61,9.482481869292785,0.10545713347202453,192629,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-1}$,Memgraph,denormalized,"(ceafb)-[s:STOPS_AT:departure&stopid]->(st)::s.stopid,s.departure\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,"(ts:TrainService:date&number&type)::ts.number,ts.date\determ ts.type",3,1.0052328569426203,0.9947943564213266,192629,193637
$S_\text{Ts-1}$,Memgraph,all,"(x2:Tsdatetsnumbertsoperator:Tsoperator&Tsdate&Tsnumber)::x2.Tsdate,x2.Tsnumber\determ x2",1,1.0,1.0,192629,192629
$S_\text{Ts-1}$,Memgraph,all,"(x6:Tsdatetsnumbertstype:Tsdate&Tsnumber&Tstype)::x6.Tsdate,x6.Tsnumber\determ x6",1,1.0,1.0,192629,192629
$S_\text{Ts-1}$,Memgraph,all,(x7:Snametcode:Tcode&Sname)::x7.Sname\determ x7,1,1.0,1.0,542,542
$S_\text{Ts-1}$,Memgraph,all,(x0:Tstopid:S&Tstopid)::x0.Tstopid\determ x0,1,1.0,1.0,1632800,1632800
$S_\text{Ts-1}$,Memgraph,denormalized,"(x:TrainService:date&number&operator)-[gdfda:STOPS_AT]->(fggga)::x.date,x.number\determ x.operator",61,9.482481869292785,0.10545713347202453,192629,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,(bcafb)-[s:STOPS_AT:stopid]->(ebadc)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,(dfggb)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,"(ffdae)-[s:STOPS_AT:departure&stopid]->(st)::s.stopid,s.departure\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-1}$,Memgraph,denormalized,"(ts:TrainService:date&number&type)::ts.number,ts.date\determ ts.type",3,1.0052328569426203,0.9947943564213266,192629,193637
$S_\text{Ts-1}$,Memgraph,node-left,"(x3:Tsdatetsnumbertsoperator:Tsoperator&Tsdate&Tsnumber)::x3.Tsdate,x3.Tsnumber\determ x3",1,1.0,1.0,192629,192629
$S_\text{Ts-1}$,Memgraph,node-left,(x4:Snametcode:Tcode&Sname)::x4.Sname\determ x4,1,1.0,1.0,542,542
$S_\text{Ts-1}$,Memgraph,node-left,"(x1:Tsdatetsnumbertstype:Tsdate&Tstype&Tsnumber)::x1.Tsdate,x1.Tsnumber\determ x1",1,1.0,1.0,192629,192629
$S_\text{Ts-1}$,Memgraph,denormalized,"(x:TrainService:date&number&operator)-[fafge:STOPS_AT]->(gdabf)::x.number,x.date\determ x.operator",61,9.482481869292785,0.10545713347202453,192629,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,(gfeec)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,(dgcfg)-[s:STOPS_AT:stopid]->(abfaa)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-1}$,Memgraph,denormalized,"(gfccb)-[s:STOPS_AT:departure&stopid]->(st)::s.stopid,s.departure\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Memgraph,denormalized,"(ts:TrainService:date&number&type)::ts.number,ts.date\determ ts.type",3,1.0052328569426203,0.9947943564213266,192629,193637
$S_\text{Ts-1}$,Memgraph,edge-left,(x0:Tstopid:S&Tstopid)::x0.Tstopid\determ x0,1,1.0,1.0,1632800,1632800
$S_\text{Ts-2}$,Memgraph,denormalized,"(geafg)-[s:STOPS_AT:departure&stopid]->(st)::s.stopid,s.departure\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,"(ts:TrainService:date&number&type)::ts.date,ts.number\determ ts.type",3,1.0052328569426203,0.9947943564213266,192629,193637
$S_\text{Ts-2}$,Memgraph,denormalized,(dbggf)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,(ebbcf)-[t:STOPS_AT:code]->(s:Station:name)::t.code\determ s.name,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-2}$,Memgraph,denormalized,(bfbdg)-[s:STOPS_AT:stopid]->(fefba)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,"(x:TrainService:date&number&operator)-[edadg:STOPS_AT]->(dgbbb)::x.date,x.number\determ x.operator",61,9.482481869292785,0.10545713347202453,192629,1826601
$S_\text{Ts-2}$,Memgraph,all,(x1:Snametcode:Tcode&Sname)::x1.Sname\determ x1,1,1.0,1.0,542,542
$S_\text{Ts-2}$,Memgraph,all,(x4:Snametcode:Tcode&Sname)::x4.Tcode\determ x4,1,1.0,1.0,542,542
$S_\text{Ts-2}$,Memgraph,all,"(x8:Tsdatetsnumbertsoperator:Tsoperator&Tsdate&Tsnumber)::x8.Tsdate,x8.Tsnumber\determ x8",1,1.0,1.0,192629,192629
$S_\text{Ts-2}$,Memgraph,all,"(x6:Tsdatetsnumbertstype:Tsdate&Tstype&Tsnumber)::x6.Tsdate,x6.Tsnumber\determ x6",1,1.0,1.0,192629,192629
$S_\text{Ts-2}$,Memgraph,all,(x0:Tstopid:S&Tstopid)::x0.Tstopid\determ x0,1,1.0,1.0,1632800,1632800
$S_\text{Ts-2}$,Memgraph,denormalized,(gbbdb)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,(ggcde)-[t:STOPS_AT:code]->(s:Station:name)::t.code\determ s.name,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,"(ts:TrainService:date&number&type)::ts.date,ts.number\determ ts.type",3,1.0052328569426203,0.9947943564213266,192629,193637
$S_\text{Ts-2}$,Memgraph,denormalized,"(x:TrainService:date&number&operator)-[gdcag:STOPS_AT]->(gdecd)::x.date,x.number\determ x.operator",61,9.482481869292785,0.10545713347202453,192629,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,"(gabfe)-[s:STOPS_AT:departure&stopid]->(st)::s.departure,s.stopid\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-2}$,Memgraph,denormalized,(faedb)-[s:STOPS_AT:stopid]->(gcbfa)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Memgraph,node-left,"(x2:Tsdatetsnumbertstype:Tsdate&Tstype&Tsnumber)::x2.Tsdate,x2.Tsnumber\determ x2",1,1.0,1.0,192629,192629
$S_\text{Ts-2}$,Memgraph,node-left,"(x4:Tsdatetsnumbertsoperator:Tsoperator&Tsdate&Tsnumber)::x4.Tsnumber,x4.Tsdate\determ x4",1,1.0,1.0,192629,192629
